date,hqla,net_cash_outflows,lcr,liquidity_buffer,status
2025-11-25,7234776752.7745,7580830866.405926,95.43514266800295,-346054113.63142586,Yellow
2025-11-26,7492732694.5529995,9682507097.445923,77.38422104053456,-2189774402.8929234,Red
2025-11-27,7305998243.653501,8077640414.9499235,90.44718343901167,-771642171.296423,Yellow
2025-11-28,7306560073.473,8620772084.091923,84.75528644303142,-1314212010.6189232,Red
2025-11-29,7637274412.979,7088735833.749924,107.73817210986265,548538579.2290764,Green
2025-11-30,7896241579.219,6986270913.183902,113.02512710060925,909970666.0350981,Green
2025-12-01,7562933614.1105,6986270913.183902,108.25422758568337,576662700.9265985,Green
2025-12-02,7550752182.493501,6986270913.183902,108.07986515730957,564481269.3095989,Green
2025-12-03,7399218468.9875,6986270913.183902,105.91084372385728,412947555.8035984,Green
2025-12-04,7478446134.856,7916410029.867923,94.46764514016425,-437963895.01192284,Yellow
2025-12-05,7702980564.889,9981939432.693924,77.16917756142026,-2278958867.804924,Red
2025-12-06,7595258748.993501,8272558235.307923,91.81269606028695,-677299486.3144226,Yellow
2025-12-07,7308907204.1795,6986270913.183902,104.61814743523252,322636290.99559784,Green
2025-12-08,7454017667.8785,6986270913.183902,106.69522783337683,467746754.6945982,Green
2025-12-09,7406397328.9885,6986270913.183902,106.01360040321039,420126415.80459785,Green
2025-12-10,7482473136.980499,6986270913.183902,107.10253338244023,496202223.7965975,Green
2025-12-11,7360238481.1725,10030165651.173923,73.38102616790843,-2669927170.001424,Red
2025-12-12,7678304034.7365,6986270913.183902,109.90561531541314,692033121.552598,Green
2025-12-13,7641616567.6605,6986270913.183902,109.38047869343121,655345654.4765978,Green
2025-12-14,7468178767.926,9752330974.935925,76.57839738129958,-2284152207.009925,Red
2025-12-15,7522816240.607499,6986270913.183902,107.67999601061955,536545327.42359734,Green
2025-12-16,7408366393.606501,6986270913.183902,106.04178517649603,422095480.42259884,Green
2025-12-17,7209545333.3375,7999907058.219923,90.12036366009622,-790361724.8824234,Yellow
2025-12-18,7305730853.1985,7003871841.321924,104.30988771233145,301859011.87657547,Green
2025-12-19,7551509359.807,7101675631.833923,106.33419141190643,449833727.9730768,Green
2025-12-20,7552136455.6015,8474030363.829925,89.1209510864702,-921893908.228425,Red
2025-12-21,7535603843.412499,7320497489.211924,102.938411692888,215106354.20057583,Green
2025-12-22,7674357410.5395,6986270913.183902,109.84912417377201,688086497.3555984,Green
2025-12-23,7527410372.504,7447823453.721924,101.06859298258881,79586918.78207588,Green
2025-12-24,7683316788.8485,8936055336.747925,85.98107889117739,-1252738547.8994246,Red
2025-12-25,7637306672.176,6986270913.183902,109.31878776363394,651035758.9920979,Green
2025-12-26,7490754868.7495,10142276443.167923,73.85674124269656,-2651521574.4184227,Red
2025-12-27,7576382274.5795,10311965700.417923,73.47175596474729,-2735583425.838423,Red
2025-12-28,7575439133.3324995,8725286019.861923,86.82167113018468,-1149846886.5294237,Red
2025-12-29,7474527148.6735,6986270913.183902,106.9887961912299,488256235.4895983,Green
2025-12-30,7163726214.072,10561805582.451923,67.82671919254302,-3398079368.379924,Red
2025-12-31,7376386671.934001,6986270913.183902,105.58403422366437,390115758.7500992,Green
