date,maturity_bucket,inflows,outflows,funding_gap,gap_status
2025-03-14,31-90 Days,9146193457.56,6127688848.74,3018504608.81,Positive
2025-03-14,91-180 Days,7414108196.72,4988078613.37,2426029583.35,Positive
2025-03-14,180-365 Days,17464609173.36,11736271292.0,5728337881.36,Positive
2025-03-14,1+ Years,8894974037.84,5994340041.2,2900633996.64,Positive
2025-03-15,0-30 Days,2578693003.17,1700875838.31,877817164.86,Positive
2025-03-15,31-90 Days,9213336402.33,6106896209.25,3106440193.08,Positive
2025-03-15,91-180 Days,7514822613.88,4956889654.13,2557932959.75,Positive
2025-03-15,180-365 Days,17671633253.07,11672160653.56,5999472599.52,Positive
2025-03-15,1+ Years,9037932557.75,5950069046.27,3087863511.48,Positive
2025-03-16,0-30 Days,2544377166.77,1733965283.41,810411883.36,Positive
2025-03-16,31-90 Days,9146918654.45,6170940296.54,2975978357.91,Positive
2025-03-16,91-180 Days,7415195992.06,5052955785.06,2362240207.0,Positive
2025-03-16,180-365 Days,17466845197.11,11869629922.69,5597215274.42,Positive
2025-03-16,1+ Years,8896518102.89,6086429582.12,2810088520.77,Positive
2025-03-17,0-30 Days,2541823280.8,1711302565.67,830520715.13,Positive
2025-03-17,31-90 Days,9141975649.35,6127076971.88,3014898677.48,Positive
2025-03-17,91-180 Days,7407781484.41,4987160798.07,2420620686.34,Positive
2025-03-17,180-365 Days,17451604264.73,11734384671.66,5717219593.07,Positive
2025-03-17,1+ Years,8885993621.2,5993037253.37,2892956367.83,Positive
2025-03-18,0-30 Days,2549754675.47,1725633476.28,824121199.19,Positive
2025-03-18,31-90 Days,9157326735.82,6154814218.22,3002512517.6,Positive
2025-03-18,91-180 Days,7430808114.11,5028766667.58,2402041446.52,Positive
2025-03-18,180-365 Days,17498936781.32,11819907847.88,5679028933.44,Positive
2025-03-18,1+ Years,8918678642.79,6052094473.7,2866584169.09,Positive
2025-03-19,0-30 Days,2542638004.47,1708271297.77,834366706.7,Positive
2025-03-19,31-90 Days,9143552533.88,6121210001.75,3022342532.13,Positive
2025-03-19,91-180 Days,7410146811.2,4978360342.88,2431786468.32,Positive
2025-03-19,180-365 Days,17456466325.35,11716294847.1,5740171478.25,Positive
2025-03-19,1+ Years,8889351071.17,5980545496.14,2908805575.03,Positive
2025-03-20,0-30 Days,2533512885.11,1714219832.24,819293052.87,Positive
2025-03-20,31-90 Days,9125891012.52,6132723294.26,2993167718.26,Positive
2025-03-20,91-180 Days,7383654529.17,4995630281.65,2388024247.52,Positive
2025-03-20,180-365 Days,17402009967.84,11751794165.68,5650215802.16,Positive
2025-03-20,1+ Years,8851746748.62,6005059214.78,2846687533.84,Positive
2025-03-21,0-30 Days,2565364545.71,1717093727.6,848270818.11,Positive
2025-03-21,31-90 Days,9187539387.89,6138285672.38,3049253715.5,Positive
2025-03-21,91-180 Days,7476127092.22,5003973848.83,2472153243.38,Positive
2025-03-21,180-365 Days,17592092458.54,11768944831.55,5823147626.99,Positive
2025-03-21,1+ Years,8983006414.5,6016902444.86,2966103969.63,Positive
2025-03-22,0-30 Days,2557070124.9,1723107614.46,833962510.44,Positive
2025-03-22,31-90 Days,9171485670.19,6149925453.41,3021560216.79,Positive
2025-03-22,91-180 Days,7452046515.67,5021433520.37,2430612995.31,Positive
2025-03-22,180-365 Days,17542593495.65,11804834156.37,5737759339.28,Positive
2025-03-22,1+ Years,8948825373.91,6041685478.63,2907139895.28,Positive
2025-03-23,0-30 Days,2565424331.96,1716633972.29,848790359.68,Positive
2025-03-23,31-90 Days,9187655103.22,6137395823.4,3050259279.82,Positive
2025-03-23,91-180 Days,7476300665.21,5002639075.35,2473661589.86,Positive
2025-03-23,180-365 Days,17592449247.48,11766201130.51,5826248116.97,Positive
2025-03-23,1+ Years,8983252791.72,6015007808.06,2968244983.66,Positive
2025-03-24,0-30 Days,2572876382.78,1727522108.56,845354274.22,Positive
2025-03-24,31-90 Days,9202078427.39,6158469635.53,3043608791.85,Positive
2025-03-24,91-180 Days,7497935651.46,5034249793.56,2463685857.91,Positive
2025-03-24,180-365 Days,17636921163.66,11831178717.93,5805742445.73,Positive
2025-03-24,1+ Years,9013962452.76,6059877466.4,2954084986.36,Positive
2025-03-25,0-30 Days,2555497091.11,1728420968.19,827076122.93,Positive
2025-03-25,31-90 Days,9168441088.67,6160209363.84,3008231724.82,Positive
2025-03-25,91-180 Days,7447479643.39,5036859386.02,2410620257.36,Positive
2025-03-25,180-365 Days,17533206035.95,11836542880.22,5696663155.73,Positive
2025-03-25,1+ Years,8942342952.41,6063581637.93,2878761314.48,Positive
2025-03-26,0-30 Days,2542979619.39,1721926892.24,821052727.15,Positive
2025-03-26,31-90 Days,9144213724.04,6147640184.59,2996573539.45,Positive
2025-03-26,91-180 Days,7411138596.44,5018005617.15,2393132979.3,Positive
2025-03-26,180-365 Days,17458504995.01,11797787910.87,5660717084.14,Positive
2025-03-26,1+ Years,8890758855.22,6036819760.45,2853939094.78,Positive
2025-03-27,0-30 Days,2563621950.26,1730417877.21,833204073.04,Positive
2025-03-27,31-90 Days,9184166622.49,6164074349.06,3020092273.43,Positive
2025-03-27,91-180 Days,7471067944.12,5042656863.84,2428411080.27,Positive
2025-03-27,180-365 Days,17581693098.57,11848459917.97,5733233180.6,Positive
2025-03-27,1+ Years,8975825234.84,6071810835.62,2904014399.22,Positive
2025-03-28,0-30 Days,2552187499.52,1707838063.37,844349436.16,Positive
2025-03-28,31-90 Days,9162035427.53,6120371483.55,3041663943.98,Positive
2025-03-28,91-180 Days,7437871151.68,4977102565.58,2460768586.1,Positive
2025-03-28,180-365 Days,17513455247.43,11713709415.98,5799745831.45,Positive
2025-03-28,1+ Years,8928704232.23,5978760151.14,2949944081.1,Positive
2025-03-29,0-30 Days,2557506245.51,1734110111.87,823396133.64,Positive
2025-03-29,31-90 Days,9172329774.59,6171220609.69,3001109164.91,Positive
2025-03-29,91-180 Days,7453312672.27,5053376254.78,2399936417.49,Positive
2025-03-29,180-365 Days,17545196150.88,11870494221.57,5674701929.31,Positive
2025-03-29,1+ Years,8950622612.86,6087026415.54,2863596197.32,Positive
2025-03-30,0-30 Days,2564213625.94,1709839030.46,854374595.49,Positive
2025-03-30,31-90 Days,9185311801.24,6124244323.07,3061067478.16,Positive
2025-03-30,91-180 Days,7472785712.24,4982911824.86,2489873887.37,Positive
2025-03-30,180-365 Days,17585224066.37,11725650671.18,5859573395.19,Positive
2025-03-30,1+ Years,8978263511.25,5987006071.96,2991257439.3,Positive
2025-03-31,0-30 Days,2544626433.53,1725099053.35,819527380.17,Positive
2025-03-31,31-90 Days,9147401106.24,6153779851.26,2993621254.98,Positive
2025-03-31,91-180 Days,7415919669.75,5027215117.15,2388704552.6,Positive
2025-03-31,180-365 Days,17468332756.81,11816718549.77,5651614207.04,Positive
2025-03-31,1+ Years,8897545323.16,6049892134.06,2847653189.1,Positive
2025-04-01,0-30 Days,2566347356.85,1725971920.74,840375436.11,Positive
2025-04-01,31-90 Days,9189441603.0,6155469272.01,3033972330.98,Positive
2025-04-01,91-180 Days,7478980414.88,5029749248.28,2449231166.6,Positive
2025-04-01,180-365 Days,17597957621.8,11821927597.08,5776030024.72,Positive
2025-04-01,1+ Years,8987056547.51,6053489192.41,2933567355.09,Positive
2025-04-02,0-30 Days,2547182311.09,1709355573.49,837826737.6,Positive
2025-04-02,31-90 Days,9152347966.04,6123308599.92,3029039366.12,Positive
2025-04-02,91-180 Days,7423339959.44,4981508240.13,2441831719.31,Positive
2025-04-02,180-365 Days,17483585574.5,11722765524.78,5760820049.72,Positive
2025-04-02,1+ Years,8908078012.14,5985013761.4,2923064250.74,Positive
2025-04-03,0-30 Days,2557546272.53,1737794911.67,819751360.86,Positive
2025-04-03,31-90 Days,9172407246.25,6178352480.27,2994054765.98,Positive
2025-04-03,91-180 Days,7453428879.76,5064074060.65,2389354819.1,Positive
2025-04-03,180-365 Days,17545435021.82,11892484155.86,5652950865.96,Positive
2025-04-03,1+ Years,8950787562.92,6102211356.65,2848576206.28,Positive
2025-04-04,0-30 Days,2539039818.79,1718912059.39,820127759.4,Positive
2025-04-04,31-90 Days,9136588303.53,6141805024.24,2994783279.29,Positive
2025-04-04,91-180 Days,7399700465.68,5009252876.62,2390447589.06,Positive
2025-04-04,180-365 Days,17434993281.77,11779796166.44,5655197115.33,Positive
2025-04-04,1+ Years,8874523064.05,6024395731.52,2850127332.53,Positive
2025-04-05,0-30 Days,2563335963.84,1710918281.54,852417682.29,Positive
2025-04-05,31-90 Days,9183613100.39,6126333196.15,3057279904.24,Positive
2025-04-05,91-180 Days,7470237660.96,4986045134.48,2484192526.49,Positive
2025-04-05,180-365 Days,17579986405.42,11732091363.16,5847895042.26,Positive
2025-04-05,1+ Years,8974646694.03,5991453630.88,2983193063.15,Positive
2025-04-06,0-30 Days,2566637471.5,1706629750.5,860007721.0,Positive
2025-04-06,31-90 Days,9190003115.22,6118032813.48,3071970301.73,Positive
2025-04-06,91-180 Days,7479822683.21,4973594560.48,2506228122.73,Positive
2025-04-06,180-365 Days,17599688951.14,11706498516.61,5893190434.53,Positive
2025-04-06,1+ Years,8988252100.6,5973780732.79,3014471367.82,Positive
2025-04-07,0-30 Days,2551847383.75,1705080794.63,846766589.12,Positive
2025-04-07,31-90 Days,9161377138.94,6115034834.38,3046342304.55,Positive
2025-04-07,91-180 Days,7436883718.79,4969097591.83,2467786126.96,Positive
2025-04-07,180-365 Days,17511425524.28,11697254747.72,5814170776.56,Positive
2025-04-07,1+ Years,8927302626.11,5967397535.62,2959905090.49,Positive
2025-04-08,0-30 Days,2552636676.8,1694540906.95,858095769.85,Positive
2025-04-08,31-90 Days,9162904802.89,6094635051.77,3068269751.12,Positive
2025-04-08,91-180 Days,7439175214.72,4938497917.91,2500677296.81,Positive
2025-04-08,180-365 Days,17516135821.47,11634355417.99,5881780403.48,Positive
2025-04-08,1+ Years,8930555277.28,5923962998.47,3006592278.8,Positive
2025-04-09,0-30 Days,2555643677.24,1702898203.91,852745473.32,Positive
2025-04-09,31-90 Days,9168724803.74,6110810465.25,3057914338.5,Positive
2025-04-09,91-180 Days,7447905216.0,4962761038.13,2485144177.87,Positive
2025-04-09,180-365 Days,17534080824.1,11684229609.55,5849851214.55,Positive
2025-04-09,1+ Years,8942947029.09,5958403149.67,2984543879.42,Positive
2025-04-10,0-30 Days,2561464996.97,1731310952.2,830154044.77,Positive
2025-04-10,31-90 Days,9179991874.2,6165802881.28,3014188992.91,Positive
2025-04-10,91-180 Days,7464805821.68,5045249662.18,2419556159.5,Positive
2025-04-10,180-365 Days,17568820957.99,11853789558.99,5715031399.0,Positive
2025-04-10,1+ Years,8966936499.93,6075491168.81,2891445331.12,Positive
2025-04-11,0-30 Days,2550473657.07,1723646815.23,826826841.84,Positive
2025-04-11,31-90 Days,9158718313.09,6150969067.8,3007749245.3,Positive
2025-04-11,91-180 Days,7432895480.02,5022998941.95,2409896538.07,Positive
2025-04-11,180-365 Days,17503227477.93,11808051967.41,5695175510.52,Positive
2025-04-11,1+ Years,8921641542.75,6043907507.6,2877734035.15,Positive
2025-04-12,0-30 Days,2550955212.19,1710562360.55,840392851.65,Positive
2025-04-12,31-90 Days,9159650355.28,6125644316.8,3034006038.48,Positive
2025-04-12,91-180 Days,7434293543.3,4985011815.45,2449281727.84,Positive
2025-04-12,180-365 Days,17506101274.66,11729967318.5,5776133956.16,Positive
2025-04-12,1+ Years,8923626015.9,5989986891.93,2933639123.97,Positive
2025-04-13,0-30 Days,2559315539.83,1725172761.79,834142778.04,Positive
2025-04-13,31-90 Days,9175831634.57,6153922512.75,3021909121.81,Positive
2025-04-13,91-180 Days,7458565462.23,5027429109.39,2431136352.85,Positive
2025-04-13,180-365 Days,17555993552.47,11817158422.69,5738835129.77,Positive
2025-04-13,1+ Years,8958078656.38,6050195884.15,2907882772.23,Positive
2025-04-14,0-30 Days,2566253554.93,1718469794.71,847783760.21,Positive
2025-04-14,31-90 Days,9189260050.89,6140949028.09,3048311022.8,Positive
2025-04-14,91-180 Days,7478708086.72,5007968882.39,2470739204.33,Positive
2025-04-14,180-365 Days,17597397836.13,11777156844.98,5820240991.15,Positive
2025-04-14,1+ Years,8986669992.8,6022573173.05,2964096819.75,Positive
2025-04-15,0-30 Days,2541571478.46,1719357845.48,822213632.98,Positive
2025-04-15,31-90 Days,9141488289.97,6142667836.02,2998820453.96,Positive
2025-04-15,91-180 Days,7407050445.35,5010547094.29,2396503351.06,Positive
2025-04-15,180-365 Days,17450101573.31,11782456502.76,5667645070.55,Positive
2025-04-15,1+ Years,8884955951.86,6026232801.61,2858723150.25,Positive
2025-04-16,0-30 Days,2532958114.97,1714825635.5,818132479.46,Positive
2025-04-16,31-90 Days,9124817263.87,6133895816.71,2990921447.15,Positive
2025-04-16,91-180 Days,7382043906.19,4997389065.33,2384654840.86,Positive
2025-04-16,180-365 Days,17398699242.81,11755409443.24,5643289799.58,Positive
2025-04-16,1+ Years,8849460558.77,6007555710.5,2841904848.27,Positive
2025-04-17,0-30 Days,2553865783.82,1738615962.76,815249821.06,Positive
2025-04-17,31-90 Days,9165283719.71,6179941611.4,2985342108.31,Positive
2025-04-17,91-180 Days,7442743589.95,5066457757.36,2376285832.6,Positive
2025-04-17,180-365 Days,17523470815.0,11897383976.85,5626086838.15,Positive
2025-04-17,1+ Years,8935620387.67,6105594881.69,2830025505.99,Positive
2025-04-18,0-30 Days,2561607720.67,1729899316.85,831708403.81,Positive
2025-04-18,31-90 Days,9180268113.61,6163070683.84,3017197429.76,Positive
2025-04-18,91-180 Days,7465220180.79,5041151366.02,2424068814.77,Positive
2025-04-18,180-365 Days,17569672696.18,11845365283.56,5724307412.62,Positive
2025-04-18,1+ Years,8967524659.68,6069673865.1,2897850794.57,Positive
2025-04-19,0-30 Days,2562637111.79,1720013469.61,842623642.18,Positive
2025-04-19,31-90 Days,9182260483.52,6143936785.96,3038323697.57,Positive
2025-04-19,91-180 Days,7468208735.66,5012450519.19,2455758216.48,Positive
2025-04-19,180-365 Days,17575815836.74,11786369098.4,5789446738.35,Positive
2025-04-19,1+ Years,8971766747.28,6028934607.51,2942832139.77,Positive
2025-04-20,0-30 Days,2564530017.0,1717151419.45,847378597.55,Positive
2025-04-20,31-90 Days,9185924171.02,6138397334.02,3047526837.0,Positive
2025-04-20,91-180 Days,7473704266.91,5004141341.29,2469562925.62,Positive
2025-04-20,180-365 Days,17587112206.54,11769289121.61,5817823084.93,Positive
2025-04-20,1+ Years,8979567348.59,6017140191.1,2962427157.48,Positive
2025-04-21,0-30 Days,2537424910.14,1708025072.73,829399837.42,Positive
2025-04-21,31-90 Days,9133462673.89,6120733437.15,3012729236.74,Positive
2025-04-21,91-180 Days,7395012021.21,4977645495.97,2417366525.24,Positive
2025-04-21,180-365 Days,17425355923.71,11714825439.57,5710530484.14,Positive
2025-04-21,1+ Years,8867868077.6,5979530810.67,2888337266.94,Positive
2025-04-22,0-30 Days,2556645622.2,1716920712.99,839724909.21,Positive
2025-04-22,31-90 Days,9170664052.06,6137950805.4,3032713246.66,Positive
2025-04-22,91-180 Days,7450814088.47,5003471548.36,2447342540.12,Positive
2025-04-22,180-365 Days,17540060173.08,11767912325.02,5772147848.05,Positive
2025-04-22,1+ Years,8947076011.97,6016189457.25,2930886554.72,Positive
2025-04-23,0-30 Days,2559869126.43,1728096861.86,831772264.57,Positive
2025-04-23,31-90 Days,9176903092.51,6159582061.27,3017321031.24,Positive
2025-04-23,91-180 Days,7460172649.15,5035918432.16,2424254216.99,Positive
2025-04-23,180-365 Days,17559297214.46,11834608697.29,5724688517.17,Positive
2025-04-23,1+ Years,8960359968.92,6062246006.2,2898113962.72,Positive
2025-04-24,0-30 Days,2565213049.05,1722619816.56,842593232.49,Positive
2025-04-24,31-90 Days,9187246168.54,6148981328.43,3038264840.11,Positive
2025-04-24,91-180 Days,7475687263.2,5020017332.9,2455669930.3,Positive
2025-04-24,180-365 Days,17591188365.56,11801923104.36,5789265261.2,Positive
2025-04-24,1+ Years,8982382101.64,6039675279.19,2942706822.45,Positive
2025-04-25,0-30 Days,2550036003.97,1721801048.75,828234955.22,Positive
2025-04-25,31-90 Days,9157871242.58,6147396616.54,3010474626.04,Positive
2025-04-25,91-180 Days,7431624874.25,5017640265.06,2413984609.19,Positive
2025-04-25,180-365 Days,17500615677.17,11797036909.36,5703578767.81,Positive
2025-04-25,1+ Years,8919837988.44,6036301163.46,2883536824.98,Positive
2025-04-26,0-30 Days,2546592966.71,1713374881.17,833218085.53,Positive
2025-04-26,31-90 Days,9151207299.49,6131087905.1,3020119394.39,Positive
2025-04-26,91-180 Days,7421628959.62,4993177197.91,2428451761.71,Positive
2025-04-26,180-365 Days,17480068519.32,11746751715.77,5733316803.54,Positive
2025-04-26,1+ Years,8905649342.95,6001577198.7,2904072144.25,Positive
2025-04-27,0-30 Days,2554729098.83,1725541475.5,829187623.32,Positive
2025-04-27,31-90 Days,9166954651.98,6154636152.19,3012318499.79,Positive
2025-04-27,91-180 Days,7445249988.36,5028499568.55,2416750419.81,Positive
2025-04-27,180-365 Days,17528622856.17,11819358810.97,5709264045.2,Positive
2025-04-27,1+ Years,8939178080.97,6051715341.46,2887462739.51,Positive
2025-04-28,0-30 Days,2545667945.58,1698386470.17,847281475.42,Positive
2025-04-28,31-90 Days,9149416936.03,6102078077.35,3047338858.68,Positive
2025-04-28,91-180 Days,7418943414.42,4949662456.28,2469280958.14,Positive
2025-04-28,180-365 Days,17474548231.97,11657304746.87,5817243485.1,Positive
2025-04-28,1+ Years,8901837360.74,5939810440.44,2962026920.3,Positive
2025-04-29,0-30 Days,2560965226.74,1716184487.68,844780739.06,Positive
2025-04-29,31-90 Days,9179024576.98,6136525853.18,3042498723.8,Positive
2025-04-29,91-180 Days,7463354875.86,5001334120.03,2462020755.83,Positive
2025-04-29,180-365 Days,17565838458.26,11763518722.35,5802319735.9,Positive
2025-04-29,1+ Years,8964876962.95,6013155496.48,2951721466.46,Positive
2025-04-30,0-30 Days,2565936294.94,1733418559.81,832517735.13,Positive
2025-04-30,31-90 Days,9188645999.29,6169882121.82,3018763877.47,Positive
2025-04-30,91-180 Days,7477787009.33,5051368522.99,2426418486.33,Positive
2025-04-30,180-365 Days,17595504510.38,11866367217.33,5729137293.05,Positive
2025-04-30,1+ Years,8985362574.62,6084176551.8,2901186022.82,Positive
2025-05-01,0-30 Days,2533694484.02,1734731846.61,798962637.41,Positive
2025-05-01,31-90 Days,9126242494.3,6172423967.24,2953818527.06,Positive
2025-05-01,91-180 Days,7384181751.83,5055181291.11,2329000460.71,Positive
2025-05-01,180-365 Days,17403093703.3,11874204574.02,5528889129.28,Positive
2025-05-01,1+ Years,8852495111.89,6089588564.32,2762906547.57,Positive
2025-05-02,0-30 Days,2541079102.59,1715110514.71,825968587.89,Positive
2025-05-02,31-90 Days,9140535304.44,6134447195.82,3006088108.62,Positive
2025-05-02,91-180 Days,7405620967.04,4998216133.99,2407404833.05,Positive
2025-05-02,180-365 Days,17447163201.24,11757109528.81,5690053672.42,Positive
2025-05-02,1+ Years,8882926886.82,6008729688.51,2874197198.3,Positive
2025-05-03,0-30 Days,2559487366.77,1714272356.85,845215009.92,Positive
2025-05-03,31-90 Days,9176164202.83,6132824954.8,3043339248.04,Positive
2025-05-03,91-180 Days,7459064314.63,4995782772.45,2463281542.18,Positive
2025-05-03,180-365 Days,17557018971.29,11752107618.99,5804911352.3,Positive
2025-05-03,1+ Years,8958786749.66,6005275667.0,2953511082.65,Positive
2025-05-04,0-30 Days,2545178939.61,1725362938.71,819816000.9,Positive
2025-05-04,31-90 Days,9148470472.85,6154290597.12,2994179875.73,Positive
2025-05-04,91-180 Days,7417523719.66,5027981235.93,2389542483.73,Positive
2025-05-04,180-365 Days,17471629970.5,11818293349.48,5653336621.03,Positive
2025-05-04,1+ Years,8899822182.89,6050979597.11,2848842585.79,Positive
2025-05-05,0-30 Days,2556652828.41,1732988812.02,823664016.39,Positive
2025-05-05,31-90 Days,9170677999.57,6169050351.91,3001627647.66,Positive
2025-05-05,91-180 Days,7450835009.74,5050120868.13,2400714141.61,Positive
2025-05-05,180-365 Days,17540103177.9,11863802593.44,5676300584.46,Positive
2025-05-05,1+ Years,8947105708.54,6082405575.03,2864700133.51,Positive
2025-05-06,0-30 Days,2555834477.33,1720902819.15,834931658.19,Positive
2025-05-06,31-90 Days,9169094094.25,6145658107.64,3023435986.62,Positive
2025-05-06,91-180 Days,7448459151.76,5015032501.71,2433426650.05,Positive
2025-05-06,180-365 Days,17535219469.84,11791676506.92,5743542962.92,Positive
2025-05-06,1+ Years,8943733310.14,6032599588.26,2911133721.88,Positive
2025-05-07,0-30 Days,2552232524.02,1705027779.53,847204744.49,Positive
2025-05-07,31-90 Days,9162122571.72,6114932224.51,3047190347.21,Positive
2025-05-07,91-180 Days,7438001867.96,4968943677.03,2469058190.94,Positive
2025-05-07,180-365 Days,17513723942.03,11696938367.29,5816785574.74,Positive
2025-05-07,1+ Years,8928889776.74,5967179062.11,2961710714.64,Positive
2025-05-08,0-30 Days,2559823184.12,1731924846.93,827898337.19,Positive
2025-05-08,31-90 Days,9176814171.9,6166991064.64,3009823107.26,Positive
2025-05-08,91-180 Days,7460039268.23,5047031937.21,2413007331.02,Positive
2025-05-08,180-365 Days,17559023042.58,11857453124.33,5701569918.25,Positive
2025-05-08,1+ Years,8960170642.12,6078021009.2,2882149632.92,Positive
2025-05-09,0-30 Days,2550294338.19,1731190176.66,819104161.53,Positive
2025-05-09,31-90 Days,9158371244.29,6165569122.17,2992802122.12,Positive
2025-05-09,91-180 Days,7432374876.83,5044899023.52,2387475853.31,Positive
2025-05-09,180-365 Days,17502157349.13,11853068801.74,5649088547.39,Positive
2025-05-09,1+ Years,8920902575.43,6074993456.71,2845909118.72,Positive
2025-05-10,0-30 Days,2559148073.65,1706290716.97,852857356.68,Positive
2025-05-10,31-90 Days,9175507506.48,6117376619.56,3058130886.92,Positive
2025-05-10,91-180 Days,7458079270.11,4972610269.6,2485469000.51,Positive
2025-05-10,180-365 Days,17554994157.54,11704475252.02,5850518905.52,Positive
2025-05-10,1+ Years,8957388533.67,5972383586.56,2985004947.11,Positive
2025-05-11,0-30 Days,2556468709.37,1711676386.68,844792322.7,Positive
2025-05-11,31-90 Days,9170321640.13,6127800496.4,3042521143.73,Positive
2025-05-11,91-180 Days,7450300470.59,4988246084.86,2462054385.73,Positive
2025-05-11,180-365 Days,17539004402.97,11736615538.94,5802388864.03,Positive
2025-05-11,1+ Years,8946346959.91,5994577757.67,2951769202.24,Positive
2025-05-12,0-30 Days,2570034675.51,1708653340.9,861381334.61,Positive
2025-05-12,31-90 Days,9196578348.78,6121949440.05,3074628908.73,Positive
2025-05-12,91-180 Days,7489685533.56,4979469500.34,2510216033.22,Positive
2025-05-12,180-365 Days,17619962587.97,11718574781.87,5901387806.1,Positive
2025-05-12,1+ Years,9002251868.74,5982119883.53,3020131985.21,Positive
2025-05-13,0-30 Days,2528041975.52,1729869478.4,798172497.12,Positive
2025-05-13,31-90 Days,9115302155.27,6163012932.0,2952289223.27,Positive
2025-05-13,91-180 Days,7367771243.29,5041064738.26,2326706505.03,Positive
2025-05-13,180-365 Days,17369360991.31,11845187215.38,5524173775.93,Positive
2025-05-13,1+ Years,8829201306.72,6069550901.8,2759650404.92,Positive
2025-05-14,0-30 Days,2545825866.28,1707324428.25,838501438.03,Positive
2025-05-14,31-90 Days,9149722588.99,6119377351.07,3030345237.92,Positive
2025-05-14,91-180 Days,7419401893.87,4975611366.86,2443790527.02,Positive
2025-05-14,180-365 Days,17475490661.95,11710644174.17,5764846487.79,Positive
2025-05-14,1+ Years,8902488146.85,5976643477.4,2925844669.46,Positive
2025-05-15,0-30 Days,2550235720.87,1717640537.68,832595183.19,Positive
2025-05-15,31-90 Days,9158257791.43,6139344014.48,3018913776.95,Positive
2025-05-15,91-180 Days,7432204697.53,5005561361.98,2426643335.55,Positive
2025-05-15,180-365 Days,17501807536.12,11772208053.02,5729599483.11,Positive
2025-05-15,1+ Years,8920661015.37,6019155831.58,2901505183.79,Positive
2025-05-16,0-30 Days,2548775839.82,1722877378.51,825898461.31,Positive
2025-05-16,31-90 Days,9155432215.2,6149479835.44,3005952379.76,Positive
2025-05-16,91-180 Days,7427966333.19,5020765093.42,2407201239.77,Positive
2025-05-16,180-365 Days,17493095342.77,11803460167.65,5689635175.12,Positive
2025-05-16,1+ Years,8914644892.66,6040736683.71,2873908208.95,Positive
2025-05-17,0-30 Days,2561173324.52,1727964798.71,833208525.8,Positive
2025-05-17,31-90 Days,9179427346.87,6159326455.19,3020100891.68,Positive
2025-05-17,91-180 Days,7463959030.69,5035535023.03,2428424007.65,Positive
2025-05-17,180-365 Days,17567080332.07,11833820578.53,5733259753.54,Positive
2025-05-17,1+ Years,8965734527.16,6061701778.25,2904032748.92,Positive
2025-05-18,0-30 Days,2547433516.05,1724580312.16,822853203.89,Positive
2025-05-18,31-90 Days,9152834169.19,6152775836.04,3000058333.15,Positive
2025-05-18,91-180 Days,7424069264.17,5025709094.32,2398360169.85,Positive
2025-05-18,180-365 Days,17485084700.89,11813622836.16,5671461864.73,Positive
2025-05-18,1+ Years,8909113219.69,6047754418.32,2861358801.37,Positive
2025-05-19,0-30 Days,2547561244.11,1716358007.48,831203236.63,Positive
2025-05-19,31-90 Days,9153081384.79,6136861697.95,3016219686.84,Positive
2025-05-19,91-180 Days,7424440087.57,5001837887.19,2422602200.38,Positive
2025-05-19,180-365 Days,17485846948.99,11764554243.73,5721292705.27,Positive
2025-05-19,1+ Years,8909639582.9,6013870565.97,2895769016.93,Positive
2025-05-20,0-30 Days,2547220533.04,1730472026.71,816748506.33,Positive
2025-05-20,31-90 Days,9152421944.01,6164179154.54,2988242789.47,Positive
2025-05-20,91-180 Days,7423450926.4,5042814072.07,2380636854.34,Positive
2025-05-20,180-365 Days,17483813673.26,11848783068.2,5635030605.06,Positive
2025-05-20,1+ Years,8908235523.58,6072033983.96,2836201539.62,Positive
2025-05-21,0-30 Days,2560955375.62,1719383704.65,841571670.97,Positive
2025-05-21,31-90 Days,9179005510.3,6142717886.04,3036287624.27,Positive
2025-05-21,91-180 Days,7463326275.84,5010622169.31,2452704106.53,Positive
2025-05-21,180-365 Days,17565779669.32,11782610823.65,5783168845.67,Positive
2025-05-21,1+ Years,8964836366.81,6026339366.43,2938497000.37,Positive
2025-05-22,0-30 Days,2554684201.61,1706606420.96,848077780.65,Positive
2025-05-22,31-90 Days,9166867754.14,6117987659.53,3048880094.61,Positive
2025-05-22,91-180 Days,7445119641.59,4973526829.54,2471592812.05,Positive
2025-05-22,180-365 Days,17528354921.16,11706359291.91,5821995629.25,Positive
2025-05-22,1+ Years,8938993060.98,5973684592.49,2965308468.49,Positive
2025-05-23,0-30 Days,2553070650.93,1727042104.91,826028546.02,Positive
2025-05-23,31-90 Days,9163744752.83,6157540596.2,3006204156.62,Positive
2025-05-23,91-180 Days,7440435139.62,5032856234.56,2407578905.06,Positive
2025-05-23,180-365 Days,17518725667.1,11828314179.99,5690411487.11,Positive
2025-05-23,1+ Years,8932343670.68,6057899386.83,2874444283.85,Positive
2025-05-24,0-30 Days,2555538188.89,1712178724.25,843359464.64,Positive
2025-05-24,31-90 Days,9168520632.74,6128772762.67,3039747870.07,Positive
2025-05-24,91-180 Days,7447598959.5,4989704484.27,2457894475.23,Positive
2025-05-24,180-365 Days,17533451296.84,11739613359.95,5793837936.89,Positive
2025-05-24,1+ Years,8942512315.0,5996647874.61,2945864440.39,Positive
2025-05-25,0-30 Days,2543629305.88,1721055372.43,822573933.45,Positive
2025-05-25,31-90 Days,9145471181.76,6145953372.06,2999517809.7,Positive
