Date,Assets,Liabilities,Deposits,Loans,Capital,Total_Assets,Total_Liabilities
2025-09-06,23409029546.56,37587353890.13,42308452754.28,54311096517.16,8422518428.0,88318325072.41,79895806644.41
2025-09-07,24971976133.09,40546120624.54,39251591461.87,52600091607.45,8352364891.48,88150076977.89,79797712086.41
2025-09-08,25197153828.4,42037658644.33,38546110347.42,52382702192.46,7575158304.69,88158927296.44,80583768991.75
2025-09-09,25630335161.82,43836312065.63,37258766628.78,51969022847.18,7086009952.19,88181088646.6,81095078694.41
2025-09-10,25107124425.75,40123147039.92,40645596764.67,52518240030.59,7441897623.07,88210641427.66,80768743804.59
2025-09-11,23119456277.41,39799738618.32,41224808320.33,54533219132.19,7217129663.16,88241676601.81,81024546938.65
2025-09-12,23154631330.15,40592920187.56,39564727843.73,54554150522.18,8147785891.8,88305433923.1,80157648031.3
2025-09-13,25881468668.23,38462063607.77,42306860327.61,51766826239.34,7467774823.2,88236698758.59,80768923935.39
2025-09-14,24336669253.68,41014945848.2,39791098378.84,53345611246.46,7469274523.12,88275318750.16,80806044227.04
2025-09-15,25869501714.26,42657558843.29,38258570766.64,51843506569.38,7394107076.02,88310236685.95,80916129609.93
2025-09-16,26269671544.35,37432089656.38,42194561233.82,51386947209.95,8619506785.14,88246157675.34,79626650890.2
2025-09-17,23235025908.46,38608181085.89,42396885753.41,54542104840.76,7378036284.82,88383103124.12,81005066839.29
2025-09-18,24062026586.66,41946844053.31,37949240547.36,53740176387.54,8515509688.19,88411594288.86,79896084600.67
2025-09-19,25694056975.1,42010654394.04,38266991673.77,52000209566.68,8011293184.22,88288939252.03,80277646067.81
2025-09-20,26210054300.05,39096581370.74,41803666759.68,51622188411.2,7545482223.27,88445730353.69,80900248130.42
2025-09-21,26084255682.94,37828713553.81,41877594161.57,51774069637.02,8769061966.4,88475369681.77,79706307715.37
2025-09-22,24199077653.59,41117685937.72,40043150542.15,53580108531.39,7224602366.7,88385438846.57,81160836479.87
2025-09-23,25076132963.26,41764720803.55,39105400366.97,52717180931.05,7531371891.19,88401493061.72,80870121170.52
2025-09-24,26230229648.72,41819059475.23,38291193543.83,51552308033.23,8278994346.79,88389247365.84,80110253019.06
2025-09-25,26288300709.26,38865219472.85,41702288465.91,51614825633.29,7958771995.96,88526279934.72,80567507938.76
2025-09-26,23654348499.36,41244401853.11,39056029866.88,54303823137.01,8288399684.97,88588831404.96,80300431719.98
2025-09-27,24517810727.37,41227302993.62,38541549609.85,53268602085.26,8624798319.97,88393650923.44,79768852603.47
2025-09-28,23534329846.97,38383345281.72,41767149211.83,54330414938.1,8332170034.94,88482664528.49,80150494493.55
2025-09-29,23595139465.38,39356199170.24,40887725344.41,54311825356.88,8286717328.84,88530641843.48,80243924514.64
2025-09-30,26006740713.69,38056049632.06,41876734334.31,51927807680.33,8629202845.03,88561986811.39,79932783966.36
2025-10-01,26453894213.61,39647948544.44,41566761000.75,51447984586.07,7310152727.17,88524862272.36,81214709545.18
2025-10-02,26003086982.02,38466524198.23,41548840275.98,51943390514.53,8560178135.51,88575542609.72,80015364474.21
2025-10-03,24739774494.17,43683684631.61,37183183406.02,53096840075.28,7583830336.74,88450698374.37,80866868037.64
2025-10-04,24322169947.05,41763345820.64,38563493545.66,53585985421.18,8205155370.33,88531994736.63,80326839366.3
2025-10-05,24648170075.8,39935411018.87,41327273631.92,53262548687.24,7272223034.48,88534907685.27,81262684650.8
2025-10-06,23157078387.5,41343608849.43,39012414248.3,54777004732.14,8205434992.76,88561458090.49,80356023097.73
2025-10-07,23293842181.29,42124941661.92,37784435595.79,54730932622.97,8755139565.31,88664516823.02,79909377257.71
2025-10-08,25496004489.17,40388479079.53,40948728070.0,52418880923.33,7202435364.68,88539642514.21,81337207149.53
2025-10-09,24515666680.4,41359131837.63,39048928452.35,53448767664.78,8187887829.54,88595948119.52,80408060289.98
2025-10-10,23881252478.15,44108921190.47,37324788533.44,54049341638.5,7123783590.48,88557493314.39,81433709723.9
2025-10-11,25442856684.85,40352644804.5,39824859283.54,52554975673.75,8456396319.46,88633900407.5,80177504088.04
2025-10-12,25605424393.27,38236861230.41,42504675020.78,52347832467.05,7841710180.99,88583246432.18,80741536251.19
2025-10-13,25025865984.2,42098450499.46,38151312250.2,53084402454.83,8511905931.07,88761668680.72,80249762749.66
2025-10-14,26281234030.34,39512437058.27,40818961084.89,51666575397.88,8245658025.28,88577056168.44,80331398143.16
2025-10-15,25642619585.56,39024790905.27,42318034762.39,52419908464.24,7364592570.76,88707418238.42,81342825667.65
2025-10-16,25125399370.6,40253789183.9,40659666010.44,52944868667.89,7802758485.76,88716213680.1,80913455194.34
2025-10-17,25630727517.56,38377594002.32,42480193085.95,52405917798.75,7820218953.0,88678006041.26,80857787088.26
2025-10-18,25848394436.23,43019077133.19,37411720573.68,52190969998.06,8250298241.19,88681095948.07,80430797706.87
2025-10-19,25312221469.36,38925409192.21,41870247440.2,52773865525.56,7938533134.56,88734189766.96,80795656632.41
2025-10-20,23887232980.85,38524107894.92,41771731653.57,54209515703.88,8450465775.06,88746305323.55,80295839548.49
2025-10-21,24406539572.9,43626648364.97,37981071213.03,53708252539.73,7159089640.9,88766809218.9,81607719578.0
2025-10-22,23800473662.02,41608232578.31,39844431917.09,54309966164.78,7309198944.14,88761863439.54,81452664495.4
2025-10-23,26198131361.15,39987345355.14,40953055217.31,51954195423.7,7869061683.07,88809462255.52,80940400572.45
2025-10-24,26403384424.13,40808316509.76,40383673490.16,51715332524.1,7579279259.43,88771269259.36,81191989999.93
2025-10-25,23777433836.13,41885714065.03,38901122085.16,54269288581.76,7902621142.86,88689457293.06,80786836150.19
2025-10-26,24500100153.77,41597086981.48,38836303364.03,53616393836.08,8335352824.77,88768743170.29,80433390345.52
2025-10-27,23544322392.43,40105563985.6,41379825985.8,54465412668.67,7162036234.39,88647426205.79,81485389971.4
2025-10-28,25768424366.1,38872141225.56,42533408809.08,52339711781.5,7353695587.63,88759245622.27,81405550034.64
2025-10-29,24877612389.32,39874376702.76,40605305907.22,53296752563.13,8354823017.8,88834505627.78,80479682609.98
2025-10-30,25490588522.74,41502154407.65,40070368830.87,52684628981.1,7262951197.67,88835474436.18,81572523238.51
2025-10-31,25413183884.16,44115845620.95,37500368671.19,52788084964.45,7248863944.91,88865078237.05,81616214292.14
2025-11-01,24626282746.53,39308180870.4,40973109474.15,53524660312.08,8526599494.77,88807889839.33,80281290344.55
2025-11-02,25949399386.54,43355912514.54,38218293734.7,52255879571.94,7295428930.85,88869635180.08,81574206249.24
2025-11-03,26586554400.08,39406637112.76,42377781154.12,51730503029.25,7212237902.81,88996656169.69,81784418266.88
2025-11-04,24766617857.65,39153225979.6,41155802530.14,53533252221.94,8668096580.7,88977125090.44,80309028509.73
2025-11-05,25488083914.85,40000778342.6,41725479949.51,52821244447.44,7261614846.85,88987873138.96,81726258292.11
2025-11-06,23509945771.84,40113376816.84,40296418335.04,54795042908.77,8573146530.64,88982941682.51,80409795151.88
2025-11-07,24852120623.79,40490557229.76,41330116882.12,53550262986.83,7272943627.45,89093617739.34,81820674111.89
2025-11-08,26460859174.37,42857142274.46,38664043029.09,51787319826.6,7397199924.82,88918385228.37,81521185303.55
2025-11-09,23214493680.62,42355959280.14,39159749377.96,55066976736.46,7440507724.95,88956216383.04,81515708658.09
2025-11-10,23893932388.38,40104539144.98,40906503075.53,54443309701.85,8008551063.84,89019593284.36,81011042220.51
2025-11-11,25921887527.9,37495341289.29,42758463511.0,52504568655.4,8867168135.27,89120972935.57,80253804800.29
2025-11-12,24397422041.0,42245422544.06,38465392871.44,53962987567.4,8335104594.04,89045920009.54,80710815415.5
2025-11-13,23612000049.76,39299976282.12,41268413835.29,54718118538.24,8443108278.04,89011498395.46,80568390117.42
2025-11-14,25164950162.6,41958421951.6,39195684602.0,53091941766.42,7774179729.37,88928286282.98,81154106553.6
2025-11-15,25158233964.53,39792019955.48,41285212007.54,53223157232.29,7992530760.65,89069762723.66,81077231963.02
2025-11-16,23627311966.12,39000165095.28,42255380356.81,54814526396.31,7882907232.49,89138452684.58,81255545452.09
2025-11-17,23484755490.7,42325241101.67,38558738281.85,54944679510.34,8240378572.22,89124357955.73,80883979383.51
2025-11-18,24447677123.54,40344437030.86,41288121405.3,53859611569.78,7352996897.17,88985555333.33,81632558436.16
2025-11-19,26101056634.15,41567297646.41,38708883309.04,52341346132.2,8862913097.21,89139094052.67,80276180955.45
2025-11-20,26095530453.62,39121007624.68,42006496783.96,52344128264.52,8008471407.43,89135975816.08,81127504408.65
2025-11-21,25162110910.83,41189027294.49,40204858162.36,53305698122.42,7774079353.67,89167964810.51,81393885456.84
2025-11-22,24621847705.67,42987841129.53,38304170862.17,53802474732.7,7826536233.72,89118548225.42,81292011991.7
2025-11-23,23964856040.3,42107218520.5,38108156834.97,54415390220.2,8853086304.18,89068461659.65,80215375355.47
2025-11-24,25154460126.67,43228879540.3,38748262755.67,53383943748.29,7271043925.57,89248186221.54,81977142295.97
2025-11-25,25553912056.68,39389470323.59,41894182413.04,52930844965.29,7903571151.96,89187223888.59,81283652736.63
2025-11-26,25845759611.89,39994635099.64,40724687797.46,52568846133.41,8388183631.66,89107506528.76,80719322897.09
2025-11-27,26624317620.48,39467376300.46,41397699928.19,51857419035.79,8318715426.21,89183791654.86,80865076228.65
2025-11-28,25065533617.44,38643168083.23,41980353191.17,53427386801.53,8572979201.71,89196500476.11,80623521274.39
2025-11-29,26055627791.22,43570054462.2,38106970759.75,52531064370.67,7626034052.92,89303059274.87,81677025221.95
2025-11-30,26574768849.09,40114133245.08,40334829689.7,51975780294.19,8813024728.04,89261987662.81,80448962934.78
2025-12-01,25663081039.85,41861886416.91,40227511502.73,52928240142.37,7218921605.61,89308319525.25,82089397919.64
2025-12-02,26250049631.23,37625502191.94,42775957075.69,52303820288.62,8864302004.92,89265761272.55,80401459267.63
2025-12-03,25178719955.0,41035626211.17,40289446483.36,53446033093.05,8021237587.35,89346310281.88,81325072694.53
2025-12-04,24413512443.98,43858188988.47,38262952323.07,54188361426.41,7199169904.82,89320311216.36,82121141311.54
2025-12-05,26093751255.93,39346839553.77,41153319383.39,52564922403.82,8884697494.37,89384856431.54,80500158937.16
2025-12-06,26440229592.97,40231814075.36,41087491632.85,52101122436.35,7932230688.74,89251536396.96,81319305708.21
2025-12-07,24321939736.04,38481789813.82,42006983834.23,54281449829.1,8833259948.7,89322033596.75,80488773648.05
2025-12-08,24366489585.05,40911291951.79,40197992730.83,54272541598.09,8253250752.75,89362535435.38,81109284682.62
2025-12-09,26703619685.23,38462403398.06,42529319671.68,51945654081.72,8382451665.44,89374174735.18,80991723069.74
2025-12-10,24412987025.07,42386211170.54,38724231576.58,54298344133.99,8334251751.81,89444694498.93,81110442747.12
2025-12-11,26467531433.2,39427130833.26,41121284573.07,52289893109.69,8948657937.87,89497073344.2,80548415406.33
2025-12-12,26623986041.62,38696573671.9,42751654080.85,51978316650.06,7872570760.53,89320798513.27,81448227752.75
2025-12-13,24801599086.26,39182785014.81,41524527258.86,53899750929.51,8726040016.99,89433352290.65,80707312273.66
2025-12-14,25389820575.74,41776861797.46,39325479735.5,53328767162.2,8350599078.33,89452940611.29,81102341532.96
2025-12-15,23987828199.02,40936756782.57,39919099329.02,54752480221.16,8621767093.16,89477623204.75,80855856111.59
2025-12-16,26418892864.43,41814584679.42,40512742981.07,52338845312.47,7170102085.99,89497429746.48,82327327660.49
2025-12-17,25399863346.07,40269344967.53,41272923794.87,53261535552.73,7845684531.7,89387953294.09,81542268762.4
2025-12-18,25209076504.97,42747594763.58,38812340707.96,53442970850.21,7817391068.44,89377326539.98,81559935471.54
2025-12-19,24659652207.81,41627520560.84,40123590394.6,54188045979.37,7848546075.46,89599657030.89,81751110955.43
2025-12-20,23777693582.47,41136676757.62,40408786565.78,55043393872.16,8023954238.68,89569417562.08,81545463323.4
2025-12-21,24750565187.78,40759486457.97,40418836468.35,53938162795.81,8240686145.93,89419009072.26,81178322926.33
2025-12-22,24088646885.07,39061414984.2,41915588523.51,54595992453.91,8437359377.5,89414362885.21,80977003507.71
2025-12-23,26004633072.07,39704100467.6,42611270263.24,52835101214.75,7275236413.27,89590607144.11,82315370730.84
2025-12-24,23523331351.83,42714039447.63,39509474848.99,55299035142.98,7347356720.22,89570871016.83,82223514296.61
2025-12-25,25815545514.74,41638872320.73,39217952944.35,52899907949.5,8592553671.55,89449378936.63,80856825265.08
2025-12-26,24939449709.67,42018882291.05,39292676771.27,53882645647.06,8259003843.06,89570562905.38,81311559062.32
2025-12-27,25375930212.52,43782318677.99,38254230589.16,53404050439.79,7486156019.56,89522705286.71,82036549267.15
2025-12-28,24457072509.8,42915428715.43,38636162342.91,54449643238.09,8115131382.45,89666722440.78,81551591058.33
2025-12-29,24839711335.28,41683336940.46,39000225571.34,53985942824.91,8891044488.4,89574607000.21,80683562511.81
2025-12-30,25161003955.71,39503007757.07,41988431663.78,53730991795.23,8158555750.67,89649995171.52,81491439420.85
2025-12-31,23483140641.8,40119907466.64,40888848895.07,55408432792.44,8640758904.48,89649515266.18,81008756361.7
